Language,Name,URL,E-mail
English,EntwicklerX GbR,https://entwickler-x.de/,mail@entwickler-x.de
English,Envision Entertainment GmbH,www.envision-entertainment.de,info@envision-entertainment.de
English,Epic Games Cologne GmbH,www.epicgames.com/,questions-DE@epicgames.com
English,epicsauerkraut studio,https://epicsauerkraut.com/,info@epicsauerkraut.com
English,Etermax Germany GmbH,http://www.etermax.com,hi@etermax.de
English,Evil Grog Games GmbH,https://evilgrog.com/,info@evilgroggames.com
English,Exit Adventures GmbH,exit-vr.de,hello@exit-vr.de
English,Expanding Focus GmbH,https://www.expanding-focus.de/,info@expanding-focus.de
English,Explorlings UG (haftungsbeschränkt),https://explorlings.com,contact@explorlings.com
English,Extraordinerdy GmbH,https://extraordinerdy.app/,support@avoidsociety.app
English,Faber Courtial GbR,https://faber-courtial.de/,public@faber-courtial.de
English,Fabula Games GmbH,https://www.fabula-games.de,info@fabula-games.de
English,Fairytale Distillery UG,www.fairytale-distillery.com,contact@fairydist.com
English,Famobi GmbH,www.famobi.com,info@famobi.com
English,Fantastic Foe UG (haftungsbeschränkt),https://fantasticfoe.com/,hello@fantasticfoe.com
English,Farbspiel Interactive GmbH & Co. KG,https://farbspiel-interactive.com/,info@farbspiel-interactive.com
English,FDG Entertainment GmbH & Co. KG,www.fdg-entertainment.com,press@fdg-entertainment.com
English,Fein Games GmbH,https://www.fein.games/,hello@fein.games
English,Feisty Fox Studios UG,https://www.feistyfoxstudios.com/,contact@feistyfoxstudios.com
English,FIERY THINGS GmbH,www.fierythings.com,info@fierythings.com
English,Firepunchd Games UG,www.firepunchd.com,press@firepunchd.com
English,fivefingergames GmbH,https://fivefingergames.com/,info@fivefingerames.com
English,flaregames GmbH,www.flaregames.com,info@flaregames.com
English,Flow Fire Games UG,https://www.flowfiregames.com/,info@flaregames.com
English,Flying Sheep Studios GmbH,www.flying-sheep.com,post@flyingpotato.de
English,Fourexo Entertainment GmbH,http://highrisecitygame.com/,highrisecitygame@gmail.com
English,framelocker GmbH,https://framelocker.com,info@framelocker.com
English,Frontiers of Fantasy GmbH,frontiersoffantasy.com,info@frontiersoffantasy.com
English,Fun Flavor Games,https://www.funflavorgames.com/,info@funflavorgames.com
English,FusionPlay GmbH,https://www.fusion-play.com/,info@fusion-play.com
English,Fynte Games GmbH,https://fyntegames.com,development@fyntegames.com
English,Gaijin Developments GmbH,https://gaijinent.com,press@gaijinent.com
English,Game Art Brain - Creation and Consulting GmbH,http://www.gameartbrain.com/,contact@gameartbrain.com
English,Game Matter UG,http://game-matter.com/,info@game-matter.com
English,GameBros. UG,http://www.gamebros-studio.com,info@gamebros-studio.com
English,GameExPro UG,https://www.gameexpro.com/,felix@gameexpro.com
English,GameFlow Studios GmbH,https://www.regain-earth.com/,publicmail@gameflow-studios.com
English,Games in Flames UG (haftungsbeschränkt),www.gamesinflames.com,info@gamesinflames.com
English,GAMEVIL COM2US Europe GmbH,https://gamevilcom2us.com/,info_eu@gamevilcom2us.com
English,gameXcite GmbH,www.gamexcite.de,info@gamexcite.de
English,gamigo AG,https://corporate.gamigo.com/,info@gamigo.com
English,Gaming Minds Studios GmbH,www.gamingmindsstudios.com,info@gamingmindsstudios.com
English,Gamma Minus UG,https://www.gammaminus.com,jeremiah@gammaminus.com
English,GE-MU Systems UG,http://ge-mu.de/,info@ge-mu.de
English,gentlymad Studios UG (haftungsbeschränkt),https://gentlymad.org,team@gentlymadstudios.com
English,Giant Gun Games UG,www.giantgungames.com,public@giantgungames.com
English,giantdoor UG (haftungsbeschränkt),https://giantdoor.games/,hello@giantdoor.games
English,GIANTS Software Entertainment GmbH,www.giants-software.com,mail_us@giants-software.com
English,Glaucus Games GmbH,http://www.glaucus-games.com,info@glaucus-games.com
English,Gloho Games UG,https://glohogames.com/,info@glohogames.com
English,Glome GmbH,https://glome.ai/,mail@glome.ai
English,Gold & Lumber Games UG,www.goldandlumber.com,business@goldandlumber.com
English,Golden Orb UG,https://www.golden-orb.de,mail@golden-orb.de
English,Goodgame Studios - Altigi GmbH,www.goodgamestudios.com,info@goodgamestudios.com
English,Google Germany GmbH,https://www.google.de,alampe@google.com
English,Grimbart Tales GmbH,https://www.grimbart-tales.com,contact@grimbart-tales.com
English,Grimlore Games GmbH,www.grimloregames.com,contact@grimbart-tales.com
English,Gunzilla GmbH,https://gunzillagames.com/,contact@gunzillagames.com
English,Hammer Labs Oliver Eberlei,www.hammer-labs.com,oliver@hammer-labs.com
English,Hammer Slammer Games GmbH,https://www.hammer-slammer.com/,info@hammerslammer.com
English,HandyGames - www.handy-games.com GmbH,www.handy-games.com,info@handy-games.com
English,Hanging Gardens Interactive UG (haftungsbeschränkt),hanging-gardens.studio,kontakt@hanging-gardens.studio
English,Happy Tuesday UG (haftungsbeschränkt),www.happy-tuesday.de/,contact@happy-tuesday.com
English,Happy&Trails 22 UG,https://wunderklub.com/,joerg@happyandtrails22.com
English,Headup GmbH,www.headupgames.com,info@headupgames.com
English,Hekate GmbH,http://www.hekate.games,legal@hekate.games
English,Hessburg – creating video games since 8 bits,https://www.hessburg.com,contact@hessburg.c0m
English,Hexagon Game Labs GmbH,www.hexagongamelabs.com,Info@HexagonGameLabs.com
English,HokaBento Studio GmbH,http://hokabentostudio.de/,contact@hokabentostudio.de
English,Holocafe GmbH,https://holocafe.de,hello@holocafe.de
English,holoride GmbH,https://www.holoride.com/,info@holoride.com
English,Honig Studios – Creative Agency GmbH,www.honigstudios.com/,hello@honigstudios.com
English,hOSHI UG (haftungsbeschränkt),https://hoshi.games/,info@hoshi.games
English,ICAROS GmbH,www.icaros.com,info@icaros.com
English,id Software,https://www.idsoftware.com/de-de,info@bethsoft.com
English,Ijsfontein Interactive Media GmbH,https://www.ijsfontein.nl/de/,info@ijsfontein.nl
English,IKOUYO,https://ikouyo.rocks/,info@ijsfontein.de
English,Incodra UG,https://www.incodra.com/de,info@incodra.com
English,IndieBurg Entertainment GmbH,https://indieburg.com/,info@indieburg.com
English,INTAPPs,www.intapps.games,info@intapps.games
English,"Intulo, Thomas Kronenberg",www.intulo.de,info@intulo.de
English,inverted Cat Games GbR,www.invertedcat.com,mail@invertedcat.com
English,INVR.SPACE GmbH,https://invr.space/,mail@invr.space
English,IPACS GbR,https://www.aerofly.com/,impressum@ipacs.de
English,it Matters Games UG,www.itmattersgames.com,info@itmattersgames.com
English,IT&W Games GmbH,https://www.industrial-technology-and-witchcraft.com/,hi@industrial-technology-and-witchcraft.com
English,Jam City Germany GmbH,https://www.jamcity.com,support@jamcity.com
English,JIW-Games e.K.,https://www.rising-world.net/,info@jiw-games.net
English,Jo-Mei GmbH,www.jo-mei.com,info@jo-mei.com
English,Joindots GmbH,www.joindots.de,info@joindots.de
English,Julian Höltge - Byting Games,www.bytinggames.com,julian@bytinggames.com
English,jumpsuit entertainment UG (Haftungsbeschränkt),www.jumpsuit-entertainment.com,daniel@jumpsuit-entertainment.com
English,Just2D Interactive GmbH,https://just2d.com/,info@just2d.com
English,justDice GmbH,https://justdice.io/,contact@justdice.io
English,K5 Factory GmbH,https://www.k5factory.com,INFO@K5FACTORY.COM
English,KAIKO GmbH,http://kaikogames.com/,info@kaikogames.com
English,kaleidoscube GmbH,https://kaleidoscube.com/,contact@kaleidoscube.com
English,Kalypso Media Group GmbH,https://www.kalypsomedia.com/,info@kalypsomedia.com
English,Kamibox e.K.,http://www.kamibox.de,info@kamibox.de
English,Karmitama Studios,http://karmitama.com,contact@karmitama.com
English,Keen Games Productions GmbH,www.keengames.com,info@keengames.com
English,Key17 Games,http://key17.com/,contact@key17.com
English,Klang Games GmbH,http://www.klang-games.com/,contact@klang-games.com
English,klutzGames,http://klutzgames.com/,info@klutzgames.com
English,KnotHorn Studio UG,www.knothorn.dev,info@knothorn.dev
English,Kolibri Games GmbH,https://www.kolibrigames.com,info@kolibrigames.com
English,Koma Studios UG,https://www.komastudios.com,info@komastudios.com
English,konzeptzwei GbR,www.konzeptzwei.com,hello@konzeptzwei.com
English,Krakentanz UG,www.krakentanz.com,krakentanz@protonmail.com
English,Kunst-Stoff GmbH,www.kunst-stoff.de,info@kunst-stoff.de
English,LAB132 GmbH,https://lab132.com/,hello@LAB132.com
English,Laughing Machines GmbH,https://undungeon.com/,info@undungeon.com
English,Legendary Play GmbH,https://www.legendaryplay.gg/,support@legendaryplay.gg
English,Levire UG & CO. KG,www.levire.com,info@levire.com
English,LIFE ACTION GAMES GMBH | Cluetivity,www.cluetivity.com,hello@cluetivity.com
English,Lightword Productions GmbH,https://oneof500-game.com/,kontakt@lightword.de
English,Limbic Entertainment GmbH,www.limbic-entertainment.de,info@limbic-entertainment.de
English,Lingoona GmbH,www.lingoona.com,info@lingoona.com
English,Lionmoon UG,lionmoon.com,info@lionmoon.com
English,LITE Games GmbH,https://www.lite.games,support@lite.games
English,LoCoNET GmbH,https://www.loconet.info,kontakt@loconet.info
English,LotsOfStuff,https://lotsofstuff.de/,lotsofstuffgames@gmail.com
English,Ludopium GmbH,www.ludopium.com,contact@ludopium.com
English,Lunatic Eye Studios UG (haftungsbeschränkt),https://lunaticeyestudios.com,contact@lunaticeyestudios.com
English,Lymb.io,https://lymb.io/,press@lymb.io
English,lyniat.games UG & Co. KG,https://lyniat.games,contact@lyniat.games
English,Machine Zone Germany GmbH,www.mz.com,support@machinezone.com
English,Mad About Pandas UG,www.madaboutpandas.com,patrick.rau@madaboutpandas.com
English,Maltaric & Truong GbR - Tiny Room Studio,https://www.tinyroomstudio.com/,TinyRoomStudioGames@gmail.com
English,Manatea Entertainment UG,https://www.manateaentertainment.com/,info@manateaentertainment.com
English,Manubyk GbR,https://www.manubyk.com/,faruq.suriaganda@web.de
English,Maschinen-Mensch UG,https://maschinen-mensch.com,info@maschinen-mensch.com
English,Massive Miniteam GmbH,https://massiveminiteam.com,contact@massiveminiteam.com
English,Masterbrain Bytes GmbH & Co. KG,www.masterbrain-bytes.com,info@masterbrain-bytes.com
English,Matthias Linda - Ark Heiral,http://www.chainedechoes.com/,arkheiral@chainedechoes.com
English,MBL Development UG,http://www.mbldev.com,info@mbldev.com
English,McPeppergames UG & Co. KG,www.mcpeppergames.com/,info@mcpeppergames.com
English,Megagon Industries GmbH,www.megagonindustries.com/,info@megagonindustries.com
English,MegaZebra GmbH,www.megazebra.com,info@megazebra.com
English,Mellow Mission,mellowmission.com,mail@mellowmission.com
English,Milkroom Studios GmbH,www.milkroomstudios.com,info@milkroomstudios.com
English,Mimimi Games GmbH,www.mimimi.games,mimi@mimimi.games
English,Misc Games AS,https://de.miscgames.com/,info@miscgames.no
English,MMO Joe UG,http://www.mmojoe.com,info@mmojoe.com
English,MobiusCode GmbH,http://moebiusgames.com,hi@moebiusgames.com
English,Moi Rai Games GmbH,http://monster-sanctuary.com/,info@moi-rai.com
English,Monoid Michael Nischt,www.monoid.net/,contact@monoid.net
English,MONOKEL GmbH & Co. KG,www.monokel.de/,info@monokel.de
English,Moonbyte Games UG,www.moonbytegames.com,info@moonbytegames.com
English,Mooneye Publishing GmbH,www.mooneyestudios.com,contact@mooneyestudios.com
English,Moonlit Games GmbH,https://www.moonlitgames.io/,info@moonlitgames.io
English,Mostly Games UG,https://mostlygames.gg/,most@peppered.games
English,mustard.games UG,https://mustard.games/,contact@mustard.games
English,MVP Good Games Easy UG (haftungsbeschränkt),http://www.mvpggez.com/,impressum@mvpggez.com
English,NanoTribe GmbH,https://www.nanotribe.com,support@nanotribe.com
English,narayana Games UG,http://narayana-games.net/,jashan@narayana-games.net
English,Navel GmbH & Co. KG,http://www.navel.cc,contact@navel.cc
English,Nementic Games GmbH,www.nementic.games,contact@nementic.games
English,Neomateria Games GmbH,https://neomateria.de,info@neomateria.de
English,Neon Lynx GmbH,https://www.neonlynx.com/,hello@neonlynx.com
English,Neopoly GmbH,https://www.neopoly.de,info@neopoly.de
English,NGDEV,https://www.ngdevteam.com,shop@ngdevteam.com
English,NightinGames,https://www.nightingames.com/,contact@nightingames.com
English,Niklas Reinhold und Korbinian Fischer Teavelop GbR,https://teavelop.com,contact@teavelop.com
English,Nine Worlds Studios,https://nineworldsstudios.com/,contact@nineworldsstudios.com
English,Nintendo of Europe GmbH,www.nintendo.de,info@nintendo.de
English,NORmALUM Mixed Realities UG,http://www.normalum.com,whatis@normalum.com
English,Nukklear GmbH,www.nukklear.com,zomtec@nukklear.com
English,Nurogames GmbH,www.nurogames.com,info@nurogames.com
English,October Night Games,https://octobearknight.games/,contact@octobernight.games
English,Off The Beaten Track UG (haftungsbeschränkt),https://beatentrack.games/,jens@beatentrack.games
English,Oilcatz,http://trialoftwo.slothsoft.net,info.oilcatz@gmail.com
English,Old-Kid-Studios UG,https://old-kid-studios.com,info@old-kid-studios.com
English,Osmotic Studios GmbH,https://www.osmoticstudios.com/,info@osmoticstudios.com
English,Overhype Studios UG Limited,www.battlebrothersgame.com,webmasters@outline-development.de
English,PandaBee Studios UG (haftungsbeschränkt),https://pandabee-studios.com,info@pandabee-studios.com
English,Pangolin Park GmbH,https://pangolinpark.com/,info@pangolinpark.com
English,pg5-Studio UG,https://www.pg5-studio.com/,contact@pg5-studio.com
English,phosphorus.games,phosphorus.games,shout@phosphorus.games
English,Photon Drop Studios UG (haftungsbeschränkt),https://photondropstudio.com,info@photondropstudio.com
English,"Photon Engine GmbH, Exit Games GmbH",https://www.photonengine.com,developer@photonengine.com
English,Pixel Beef Games GbR,www.pixelbeef.de,peter.mentz@pixelbeef.de
English,Pixel Lantern - Erdem Sen,https://www.pixellantern.com/,info@bardsgold.com
English,Pixel Maniacs - Benjamin Lochmann New Media GmbH,www.pixel-maniacs.com,info@pixel-maniacs.com
English,Pixelpogo GmbH,http://pixelpogo.games,mail@pixelpogo.games
English,Pixelsplit GmbH & Co. KG,http://www.pixelsplit.games,contact@pixelsplit.games
English,Players Beyond UG,www.playersbeyond.com,info@playersbeyond.com
English,Playgendary GmbH,https://www.playgendary.com,info@playgendary.com
English,PlayHeart Games,playheartgames.com,business@playheartgames.com
English,Point Blank Games UG,http://www.point-blank-games.com,mail@point-blank-games.com
English,Pokoko Studio UG,http://www.pokokostudio.com/,hello@pokokostudio.com
English,Polygon Art Studios,www.polygon-art.com,contact@polygon-art.com
English,PolyPirates UG,https://polypirates.com/,info@polynauten.com
English,Popcore GmbH,https://popcore.com,hello@popcore.com
English,prefrontal cortex Kirsten Freitag Herbst GbR,www.prefrontalcortex.de,contact@prefrontalcortex.de
English,PSYCRAFT UG,https://www.psycraft.games,webmaster@psycraft.games
English,Pumpernickel Studio Software GmbH & Co. KG,https://www.pumpernickel-studio.com,info@pumpernickel-studio.com
English,Purple Sloth Studio eG,https://purplesloth.studio/,kontakt@purplesloth.studio
English,Quality Applications GmbH,https://shattered-stars.com/,nfo@quality-applications.de
English,Quantum Gaming GmbH,www.q-gaming.com,info@q-gaming.com
English,Quizdom UG,https://www.quizdom.com/,hallo@quizdom.de
English,Racoon Games,racoon-games.com,info@racoon-games.com
English,racoonbytes UG (haftungsbeschränkt),www.racoonbytes.com,contact@racoonbytes.com
English,Radiation Blue UG,www.radiationblue.com,info@radiationblue.com
English,Radical Fish Games GmbH,www.radicalfishgames.com,contact@radicalfishgames.com
English,Radioactive Dreams UG,http://radioactivedreams.com/,office@radioactivedreams.com
English,Ravery UG,http://www.ravery.net,RaveryContact@gmail.com
English,Reakktor Studios,www.reakktor.com,contact@reakktor.com
English,Reija GmbH,https://reija.eu,info@reija.eu
English,Retrific Game Studio,http://www.retrific.net,contact@retrific.net
English,Rivers and Wine Studios GmbH,https://riversandwine.de/,hello@riversandwine.de
English,"Robot Cake Games - Haider, Maik; Lipka, Niklas GbR",https://robotcakegames.com/,info@robotcakegames.com
English,Robot Riot UG,https://www.robotriotgames.com,info@robotriotgames.com
English,Robotality UG,http://robotality.com,hello@robotality.com
English,RobotPumpkin Games GmbH,www.robotpumpkingames.de,hello@robotpumpkingames.de
English,ROCKFISH Games GmbH,https://rockfishgames.com,info@rockfishgames.com
English,Rohn Media GmbH,https://www.rohnmedia.com/,info@rohnmedia.com
English,rokaplay GmbH,www.rokaplay.com,hello@rokaplay.com
English,rose-engine GbR (Wittmann & Zwerger),www.rose-engine.org,hi@rose-engine.org
English,Runesoft GmbH,https://www.rune-soft.com,info@rune-soft.com
English,Salmi GmbH,salmi.de,mail@safkas.de
English,Sandbox Interactive GmbH,albiononline.com/de,info@sandbox-interactive.com
English,Savage Game Studios GmbH,https://www.savagegamestudios.com/,info@savagegamestudios.com
English,Schwiezer System GmbH,http://www.schwiezer.com,contact@schwiezer.com
English,Screen Head Media,www.screenheadmedia.com,games@screenheadmedia.com
English,Screen Juice Interactive GmbH,https://screen-juice.com,contact@screen-juice.com
English,seal Media GmbH,www.sealmedia.de,info@sealmedia.de
English,Second Peak Interactive GmbH,http://second-peak.com/,info@second-peak.com
English,Secret Item Games UG (haftungsbeschränkt),www.secret-item-games.com,contact@secret-item-games.com
English,SenAm Games UG,https://www.senam-games.com/,info@senam-games.com
English,Serious Brothers UG,https://www.imagineearth.info/serious-brothers-ug/,info@imagineearth.info
English,Shin'en Multimedia,www.shinen.com,info@shinen.com
English,SideQuest Studios GbR,www.sidequest-studios.com,contact@sidequest-studios.com
English,Silent Dreams GmbH,www.silentdreams.de,contact@silentdreams.de
English,SilentFuture UG (haftungsbeschränkt),www.silentfuture.de,info@silentfuture.de
English,simulogics GmbH,https://simulogics.net,contact@simulogics.net
English,SisyFox GmbH,https://sisyfox.com,contact@sisyfox.com
English,Six Foot Europe GmbH,www.6ft.com,info@6ft.com
English,SKILLFIRE GmbH,https://www.skillfire.io,info@skillfire.io
English,skilltree GmbH,www.skilltree.de,contact@skilltree.de
English,Skyward Assembly GmbH,https://skywardassembly.com,studio@skywardassembly.com
English,Sleeprunner Studios UG,https://sleeprunnerstudios.com/,hello@sleeprunnerstudios.com
English,Sleepy Seed oHG,https://sleepyseed.net/,mail@sleepyseed.net
English,Sluggerfly GmbH,www.sluggerfly.com,contact@sluggerfly.com
English,smuttlewerk interactive UG,https://smuttlewerk.com/,contact@smuttlewerk.de
English,Snipefish Entertainment UG,http://snipefish.de/,info@snipefish.de
English,Snowprint Studios Germany GmbH,http://www.snowprintstudios.com/,press@snowprintstudios.com
English,SOFTGAMES Mobile Entertainment Services GmbH,www.softgames.com,help@softgames.de
English,Solar Powered Games GmbH,http://solarpoweredgames.com,info@solarpoweredgames.de
English,SOLID WHITE design & digital media GmbH,https://www.solidwhite.de/,contact@solidwhite.de
English,Soul Pix Frank Sennholz,www.soulpix.de,info@soulpix.de
English,Spaces of Play UG (haftungsbeschränkt),www.spacesofplay.com,support@spacesofplay.com
English,Speaxel UG,https://speaxel.com/,hello@speaxel.com
English,Spellfusion GmbH,https://www.spellfusion.com,hello@spellfusion.com
English,Spellgarden Games UG,https://spellgardengames.com,hello@spellgardengames.com
English,Spinor GmbH,www.spinor.com,send_us_an_email@spinor.com
English,Splitscreen Studios GmbH,https://splitscreen-games.com,info@splitscreenstudios.com
English,Spooky House Studios UG,https://www.spookyhousestudios.com/,office@spookyhousestudios.com
English,Spoondrift Games,https://spoondrift.games/,hello@spoondriftgames.com
